division,name,city,gender,age,official,bib,overall,state,genderdiv,net,country
39       / 3697,"Blake, Jessica L.",Boston,F,26,194.73,F28,807      / 16743,MA,52       / 6239,194.73,USA
33       / 3697,"Misawa, Akiko",Kanagawa,F,28,191.05,F29,660      / 16743,,43       / 6239,191.05,JPN
18       / 28,"Brendel, Gary F.",Sterling,M,45,109.27,W29,21       / 43,MA,18       / 35,109.27,USA
22       / 28,"Martinez, Renzo",Boca Raton,M,39,119.00,W30,29       / 43,FL,23       / 35,119.00,USA
16       / 3697,"Batsford, Angela M.",London,F,23,177.10,F31,232      / 16743,ON,17       / 6239,177.10,CAN
2        / 7,"Bergeron, Dean",St-Augustin-De-Desmaures,M,35,119.55,W31,31       / 43,PQ,25       / 35,119.55,CAN
22       / 3697,"Hovey, Shannon H.",Simsbury,F,33,183.50,F32,410      / 16743,CT,27       / 6239,183.50,USA
429      / 3697,"Nixon, Sarah A.",Medfield,F,39,228.05,F33,3751     / 16743,MA,545      / 6239,228.05,USA
3        / 7,"Hanson, David M.",Maple Ridge,M,36,130.35,W33,38       / 43,BC,31       / 35,130.35,CAN
1        / 7,"Gerein, Clayton R.",Pilot Butte,M,39,115.23,W34,28       / 43,SK,22       / 35,115.23,CAN
20       / 3697,"Dobbyn, Caroline A.",Boston,F,24,181.95,F35,363      / 16743,MA,24       / 6239,181.95,USA
28       / 28,"Erway, Paul",Shelbyville,M,45,126.30,W35,36       / 43,KY,30       / 35,126.30,USA
18       / 3697,"Hodge, Stephanie",New York,F,38,180.00,F36,321      / 16743,NY,22       / 6239,180.00,USA
26       / 28,"Graham, Mark T.",Waterford,M,40,122.93,W36,34       / 43,PA,28       / 35,122.93,USA
128      / 3697,"Butler, Lisa G.",Tulsa,F,30,212.03,F37,2035     / 16743,OK,167      / 6239,212.03,USA
5        / 7,"Kerkman, Jason M.",Waukesha,M,31,146.33,W39,40       / 43,WI,33       / 35,146.33,USA
4        / 7,"Dellovade, Jeff",Canonsburg,M,34,130.42,W40,39       / 43,PA,32       / 35,130.42,USA
7        / 7,"Savicki, Michael W.",Cornelius,M,36,161.80,W41,42       / 43,NC,35       / 35,161.80,USA
6        / 7,"Ford, David",Washington,M,33,160.10,W42,41       / 43,DC,34       / 35,160.10,USA
17       / 28,"White, Brian D.",Haverhill,M,35,108.75,W43,20       / 43,MA,17       / 35,108.75,USA
24       / 28,"Tan, William K.",Ipswich,M,47,119.92,W44,32       / 43,MA,26       / 35,119.92,USA
32       / 3995,"Pliska, Ken J.",Littleton,M,38,159.27,102,47       / 16743,MA,37       / 10504,159.27,USA
6        / 8,"Roy, Diane",Hatley,F,33,114.07,W103,26       / 43,PQ,6        / 8,114.07,CAN
9        / 3995,"Prokopchuk, Alexander S.","Jurmala, Lv 2015",M,36,143.80,103,11       / 16743,,11       / 10504,143.80,LAT
1        / 1982,"Burangulova, Ramilia",Gainesville,F,42,154.13,F103,37       / 16743,FL,9        / 6239,154.13,USA
3        / 8,"Graf, Sandra",Gais,F,34,102.22,W104,18       / 43,,3        / 8,102.22,SUI
12       / 3995,"Suzuki, Kentarou",Tochigi,M,26,147.25,104,17       / 16743,,15       / 10504,147.20,JPN
4        / 1982,"Di Pietro, Lee",Ruxton,F,46,178.98,F104,283      / 16743,MD,20       / 6239,178.98,USA
1        / 8,"Blauwet, Cheri",Menlo Park,F,23,99.88,W105,14       / 43,CA,1        / 8,99.88,USA
16       / 3995,"Wardian, Michael R.",Arlington,M,30,149.95,105,22       / 16743,VA,19       / 10504,149.95,USA
15       / 1982,"Kusutani, Sayuri",Honolulu,F,45,196.22,F105,904      / 16743,HI,60       / 6239,196.22,USA
5        / 8,"Nibley, Miriam",Savoy,F,26,113.88,W106,25       / 43,IL,5        / 8,113.88,USA
115      / 1982,"Dowling, Catriona B.",Boulder,F,46,229.62,F106,3936     / 16743,CO,600      / 6239,229.62,USA
2        / 8,"Hunkeler, Edith",Egolzwil,F,31,101.22,W107,16       / 43,,2        / 8,101.22,SUI
5        / 1982,"Valentine, Lisa K.",Tierra Verde,F,43,182.32,F107,374      / 16743,FL,26       / 6239,182.32,USA
8        / 8,"Downing, Tricia L.",Denver,F,34,165.07,W108,43       / 43,CO,8        / 8,165.07,USA
7        / 8,"Coughlin, April B.",New Paltz,F,25,128.35,W109,37       / 43,NY,7        / 8,128.35,USA
4        / 8,"Petitclerc, Chantal",Montreal,F,34,113.10,W110,24       / 43,PQ,4        / 8,113.10,CAN
338      / 3995,"Hinga, David",Cherry Valley,M,28,185.95,110,481      / 16743,MA,449      / 10504,185.95,USA
2        / 1982,"Protz, Mary Ann",St. Petersburg,F,47,177.97,F111,253      / 16743,FL,18       / 6239,177.97,USA
202      / 3995,"Youngs, Raymond R. Jr.",Manchester,M,26,178.73,111,278      / 16743,NH,259      / 10504,178.68,USA
15       / 3995,"Fattore, Mario",Rome,M,28,149.28,112,21       / 16743,,18       / 10504,149.22,ITA
11       / 3995,"Zieman, Christopher",Felton,M,32,145.75,113,15       / 16743,CA,13       / 10504,145.68,USA
58       / 3995,"Trentadue, Vincenzo",Rome,M,23,163.32,114,75       / 16743,,64       / 10504,163.25,ITA
50       / 3995,"Ladd, Lowell",Boston,M,28,162.25,116,67       / 16743,MA,56       / 10504,162.20,USA
30       / 3995,"Hikihashi, Motofumi","Shioya-Gun, Tochiga",M,27,158.62,117,45       / 16743,,35       / 10504,158.55,JPN
10       / 3995,"Komen, Wilson",Marieta,M,26,144.10,118,12       / 16743,GA,12       / 10504,144.07,USA
19       / 3995,"Ernest-Jones, Eddie",Coral Springs,M,27,151.88,120,28       / 16743,FL,22       / 10504,151.82,USA
40       / 3995,"Watanabe, Atsuhiro",Kanagawa,M,21,160.00,121,56       / 16743,,46       / 10504,159.92,JPN
91       / 3995,"Stakston, Justin C.",Minneapolis,M,25,168.77,122,117      / 16743,MN,106      / 10504,168.70,USA
28       / 3995,"Sillery, John",Athens,M,32,157.40,123,43       / 16743,OH,33       / 10504,157.35,USA
84       / 3995,"Luke, George P.",Clinton,M,38,167.63,124,107      / 16743,CT,96       / 10504,167.55,USA
36       / 3995,"Rolly, Philippe B.",Tuckahow,M,31,159.65,125,51       / 16743,NY,41       / 10504,159.60,USA
49       / 3995,"Kovalsky, Bryan R.",Ridgefield,M,25,162.18,126,66       / 16743,CT,55       / 10504,162.12,USA
27       / 3995,"Beauchesne, Eric G.",Chelmsford,M,34,155.65,127,42       / 16743,MA,32       / 10504,155.58,USA
41       / 3995,"Morrell, Craig N.",Baltimore,M,32,160.25,129,57       / 16743,MD,47       / 10504,160.18,USA
31       / 3995,"Dickie, Bob L.",Kailua,M,29,159.20,130,46       / 16743,HI,36       / 10504,159.13,USA
56       / 3995,"Lavigne, Eric J.",Ashburn,M,27,163.13,132,73       / 16743,VA,62       / 10504,163.07,USA
63       / 3995,"Mc Grane, Michael J.",Rockport,M,34,164.22,133,82       / 16743,MA,71       / 10504,164.15,USA
72       / 3995,"Loria, Johnny",Cartago,M,29,165.68,134,93       / 16743,,82       / 10504,165.62,CRC
17       / 3995,"Mentzer, John",Newport,M,27,150.83,135,25       / 16743,RI,20       / 10504,150.83,USA
51       / 3995,"Clemens, Jonathan",San Diego,M,30,162.30,136,68       / 16743,CA,57       / 10504,162.30,USA
25       / 3995,"Williams, Jesse J.",Reston,M,26,154.63,137,40       / 16743,VA,30       / 10504,154.57,USA
6        / 1982,"Johnson, Jane E.",Tallahassee,F,45,183.73,150,419      / 16743,FL,28       / 6239,183.73,USA
3        / 1982,"Donaldson, Kim A. PhD.",St. Petersburg,F,42,178.25,152,261      / 16743,FL,19       / 6239,178.15,USA
22       / 1982,"Faulkner, Susan H.",Fairbanks,F,45,204.80,153,1427     / 16743,AK,98       / 6239,204.72,USA
2        / 3877,"Ryzhov, Fedor V.",,M,44,141.40,501,9        / 16743,,9        / 10504,141.40,RUS
1        / 3877,"Kipkemboi, Joshua",,M,45,138.38,505,7        / 16743,,7        / 10504,138.38,KEN
3        / 3877,"Bettiol, Salvatore",Volpago De Millo,M,42,146.25,507,16       / 16743,,14       / 10504,146.25,ITA
4        / 3877,"Mirth, John A.",Platteville,M,41,152.53,510,30       / 16743,WI,23       / 10504,152.45,USA
3192     / 3877,"Toepfer, Chris",Chicago,M,41,291.15,511,12417    / 16743,IL,8087     / 10504,291.08,USA
5        / 3877,"Spangenberg, Brian E.",Canyon Country,M,40,153.95,512,35       / 16743,CA,27       / 10504,153.88,USA
6        / 3877,"Banovich, Tony",Billings,M,41,159.93,513,54       / 16743,MT,44       / 10504,159.87,USA
1645     / 3995,"Gordon, Joshua A.",Boston,M,29,223.38,1005,3166     / 16743,MA,2782     / 10504,223.27,USA
14       / 3697,"Une, Yumiko",Kanagawa,F,32,174.98,1006,192      / 16743,,15       / 6239,174.90,JPN
86       / 3995,"Harkin, David",Tualatin,M,34,167.80,1007,110      / 16743,OR,99       / 10504,167.62,USA
371      / 3995,"Cullen, Fergus",Wolfeboro,M,31,187.48,1012,535      / 16743,NH,500      / 10504,187.05,USA
629      / 3995,"Mac Kenzie, James A.",Deerfield,M,38,197.00,1030,951      / 16743,NH,889      / 10504,196.68,USA
337      / 3697,"Corey, Christine L.",Belmar,F,33,225.37,1031,3402     / 16743,NJ,438      / 6239,225.18,USA
313      / 3995,"Carter, Christopher H.",Concord,M,39,184.83,1033,443      / 16743,NH,413      / 10504,184.50,USA
298      / 3995,"Lucido, Gabriel A.",Corpus Christi,M,27,183.75,1034,420      / 16743,TX,392      / 10504,183.58,USA
30       / 3877,"Afanador, Rudy",Medford,M,45,174.58,1035,181      / 16743,NY,167      / 10504,174.43,USA
636      / 3995,"Shockley, William F.",Springboro,M,38,197.17,1036,962      / 16743,OH,900      / 10504,196.63,USA
125      / 3877,"Eid, Sam T.",Cambridge,M,44,188.60,1038,563      / 16743,MA,528      / 10504,188.52,USA
2858     / 3995,"Donato, Peter",Unionville,M,37,273.82,1039,10413    / 16743,ON,7036     / 10504,273.40,CAN
22       / 3995,"Linden, Ryan C.",Rochester Hills,M,22,153.53,1040,34       / 16743,MI,26       / 10504,153.38,USA
279      / 3995,"Sulkowski, Adam J.",Sudbury,M,29,182.88,1041,392      / 16743,MA,366      / 10504,182.75,USA
164      / 3995,"Romito, Michael J.",Middleburg Hts.,M,39,176.38,1043,222      / 16743,OH,207      / 10504,176.18,USA
1641     / 3995,"Cruz, Ricardo Jr.",Brookine,M,25,223.35,1044,3161     / 16743,MA,2777     / 10504,222.97,USA
133      / 3995,"Clark, Scott",Gilmanton,M,38,174.50,1045,178      / 16743,NH,164      / 10504,174.20,USA
70       / 3995,"La Fleur, Ryan J.",Boston,M,30,165.17,1046,91       / 16743,MA,80       / 10504,164.97,USA
984      / 3995,"Shuttleworth, Greg",Tokyo,M,37,206.97,1047,1583     / 16743,,1465     / 10504,206.80,JPN
827      / 2037,"Maczynski, Jerzy",01-926 Warsaw,M,51,257.67,1048,8083     / 16743,,5857     / 10504,257.57,POL
20       / 3995,"Wanyoike, Henry",Chelsea,M,29,153.33,1049,31       / 16743,MA,24       / 10504,153.25,USA
14       / 3995,"Post, Eric M.",Fairfax,M,25,149.22,1051,20       / 16743,VA,17       / 10504,148.90,USA
34       / 3995,"Dobson, Matthew",Jay,M,34,159.48,1052,49       / 16743,FL,39       / 10504,159.37,USA
214      / 3995,"Gonzalez, Jose Cruz B. Sr.","Sma Gto., Mexico",M,37,179.22,1053,294      / 16743,,274      / 10504,179.15,MEX
142      / 3995,"Matsuda, Masami",Yamagata,M,31,174.98,1054,191      / 16743,,177      / 10504,174.88,JPN
878      / 3995,"Hennigan, Patrick W.",San Diego,M,31,204.23,1056,1394     / 16743,CA,1298     / 10504,204.13,USA
59       / 3877,"Mc Veigh, Joseph A.",Summit,M,40,179.77,1057,312      / 16743,NJ,291      / 10504,179.42,USA
73       / 3995,"Leblow, Ted M.",Fort Leavenworth,M,35,165.95,1058,94       / 16743,KS,83       / 10504,165.85,USA
59       / 3995,"Gerard, Matt",Kalamazoo,M,32,163.52,1059,76       / 16743,MI,65       / 10504,163.40,USA
303      / 3995,"Hommes, James M.",Pittsburgh,M,33,183.95,1060,426      / 16743,PA,398      / 10504,183.87,USA
87       / 3995,"Greenwood, Ronald",Pleasant Grove,M,36,167.95,1061,112      / 16743,UT,101      / 10504,167.85,USA
166      / 3995,"Pasche, Steve P.",Williamstown,M,28,176.58,1062,224      / 16743,MA,209      / 10504,176.45,USA
29       / 3995,"Hass, Andy",Belleville,M,25,158.40,1063,44       / 16743,MI,34       / 10504,158.23,USA
162      / 3995,"Marca, Trevor",Burbank,M,26,176.32,1065,220      / 16743,CA,205      / 10504,176.13,USA
46       / 3995,"Gallagher, James R.",Seattle,M,27,161.73,1068,63       / 16743,WA,52       / 10504,161.52,USA
103      / 3995,"Wedam, Andy H.",Portland,M,27,170.85,1069,131      / 16743,OR,120      / 10504,170.68,USA
55       / 3995,"Engle, Chuck",Clinton,M,33,163.08,1070,72       / 16743,MS,61       / 10504,162.90,USA
33       / 3995,"Farley, Chris J.",Arlington,M,28,159.45,1072,48       / 16743,VA,38       / 10504,159.37,USA
374      / 3877,"Black, Jamie D.",Toronto,M,40,204.70,1075,1419     / 16743,ON,1323     / 10504,204.63,CAN
184      / 3995,"Sauvage, Ben",Seattle,M,34,177.97,1077,252      / 16743,WA,235      / 10504,177.63,USA
96       / 3995,"Mc Carney, Thomas D.",Arlington,M,28,169.57,1078,122      / 16743,VA,111      / 10504,169.47,USA
113      / 3995,"Cioce, Anthony J.",Morristown,M,37,172.27,1080,147      / 16743,NJ,134      / 10504,171.95,USA
234      / 3995,"Fiebig, Russ G.",Dundee,M,33,180.13,1081,323      / 16743,IL,301      / 10504,179.83,USA
65       / 3995,"Cucuzzella, Mark T.",Denver,M,37,164.58,1084,85       / 16743,CO,74       / 10504,164.48,USA
134      / 3995,"Cochrane, Steve",London,M,36,174.57,1085,179      / 16743,ON,165      / 10504,174.15,CAN
32       / 3877,"Kolbeck, Gerard",Strasbourg,M,40,174.95,1086,189      / 16743,,175      / 10504,174.82,FRA
189      / 3995,"Huston, Kevan",New York,M,32,178.18,1087,259      / 16743,NY,241      / 10504,177.87,USA
8        / 3877,"Skuce, J. Anthony",Vancouver,M,40,164.18,1088,81       / 16743,BC,70       / 10504,164.08,CAN
665      / 3995,"Hall, Joseph D.",Golden,M,26,198.18,1089,1016     / 16743,CO,950      / 10504,197.87,USA
154      / 2037,"Fairley, Gerard","Johnstone, Renfrewshire",M,50,219.13,1091,2670     / 16743,,2403     / 10504,219.03,GBR
167      / 3995,"Baker, Edward S.",Boston,M,25,176.60,1093,225      / 16743,MA,210      / 10504,176.38,USA
1371     / 3995,"Banda, Royce Sr.",Chihuahua,M,37,216.65,1094,2423     / 16743,,2192     / 10504,216.57,MEX
3605     / 3995,"Garcia, Francisco R.",Bridgeport,M,28,322.57,1095,14732    / 16743,CT,9394     / 10504,322.52,USA
380      / 3877,"Ciccarello, Pellegrino G. Jr.",Cleveland,M,40,204.88,1096,1435     / 16743,OH,1336     / 10504,204.65,USA
997      / 3995,"Ricapa, Rolando",Lima 18,M,32,207.37,1098,1613     / 16743,,1493     / 10504,207.30,PER
48       / 3995,"Forster, Peter",Zurich,M,31,162.10,1099,65       / 16743,,54       / 10504,161.98,SUI
216      / 3995,"Ehrmantraut, Michael",Newton,M,35,179.25,1100,296      / 16743,MA,276      / 10504,179.15,USA
42       / 3877,"Ruben, Alan S.",New York,M,47,177.10,1101,231      / 16743,NY,215      / 10504,176.97,USA
24       / 3995,"Saitta, Jason L.",Parker,M,26,154.23,1102,38       / 16743,CO,29       / 10504,153.95,USA
51       / 3877,"Smith, Bryan",New Orleans,M,41,178.68,1103,276      / 16743,LA,257      / 10504,178.33,USA
78       / 3995,"Marohl, Todd T.",Green Bay,M,36,166.33,1104,99       / 16743,WI,88       / 10504,166.20,USA
114      / 3995,"Lencioni, Patrick P.",Ann Arbor,M,38,172.40,1105,148      / 16743,MI,135      / 10504,172.27,USA
171      / 3995,"Jacobsen, Bryce C.",San Jose,M,32,177.38,1106,237      / 16743,CA,220      / 10504,177.27,USA
2471     / 3995,"Muoio, Scott D.",Somerville,M,26,253.58,1108,7525     / 16743,MA,5561     / 10504,253.47,USA
73       / 3877,"Hullinger, Gordon",Highland,M,48,182.05,1110,365      / 16743,UT,341      / 10504,181.87,USA
132      / 3995,"Stone, Mark C.",Toronto,M,21,174.42,1112,176      / 16743,ON,162      / 10504,174.33,CAN
7        / 3877,"Reeder, Mark S.",Brighton,M,44,163.77,1114,78       / 16743,MA,67       / 10504,163.57,USA
31       / 3877,"Morand, James G.",Toronto,M,41,174.72,1115,185      / 16743,ON,171      / 10504,174.47,CAN
289      / 3995,"Reyes, Vance",Humble,M,28,183.35,1116,405      / 16743,TX,379      / 10504,182.90,USA
307      / 3995,"Cullen, Matthew W.",Yorktown Heights,M,23,184.13,1117,432      / 16743,NY,403      / 10504,183.80,USA
60       / 3995,"Hetherington, Alexander G.",Stafford,M,36,163.63,1118,77       / 16743,VA,66       / 10504,163.55,USA
156      / 3877,"Brown, Scott E.",Lewiston,M,45,191.93,1119,689      / 16743,ME,644      / 10504,190.02,USA
77       / 3995,"Feddock, Jonathan M.",Lexington,M,23,166.32,1120,98       / 16743,KY,87       / 10504,166.12,USA
33       / 3877,"Spinney, Chris",Lynn,M,44,175.15,1122,194      / 16743,MA,179      / 10504,175.03,USA
347      / 3995,"Godale, Mark A.",Aurora,M,33,186.35,1123,494      / 16743,OH,460      / 10504,186.22,USA
53       / 3995,"Nurse, Ian A.",Boston,M,26,162.70,1124,70       / 16743,MA,59       / 10504,162.55,USA
26       / 3995,"Heimgartner, Peter",New York,M,35,155.27,1125,41       / 16743,NY,31       / 10504,155.18,USA
43       / 3995,"Karatkewicz, Matt J.",Middlefield,M,23,161.25,1126,59       / 16743,CT,49       / 10504,161.12,USA
534      / 3995,"Wolfe, Robert C.",Washington,M,32,194.43,1128,793      / 16743,DC,743      / 10504,194.12,USA
17       / 3877,"Cooney, Michael J.",Chelmsford,M,42,170.82,1129,130      / 16743,MA,119      / 10504,170.72,USA
35       / 3995,"Kirk, Tyler Q.",Charlottesville,M,23,159.50,1130,50       / 16743,VA,40       / 10504,159.13,USA
168      / 3995,"Gardiner, Mark W.",Toronto,M,26,176.75,1131,228      / 16743,ON,212      / 10504,176.53,CAN
579      / 3995,"Ream, Brian E.",Dayton,M,28,195.55,1132,864      / 16743,OH,808      / 10504,194.25,USA
110      / 3995,"Heffernan, Ryan M.",West Milford,M,28,172.13,1135,143      / 16743,NJ,130      / 10504,172.05,USA
486      / 3995,"Clemens, Jim",Madison,M,36,192.37,1136,710      / 16743,AL,663      / 10504,192.23,USA
11       / 3877,"Hammond, Paul",Lexington,M,44,166.35,1137,100      / 16743,MA,89       / 10504,166.25,USA
426      / 3995,"Carriglitto, Mike",Blandon,M,28,189.85,1138,618      / 16743,PA,579      / 10504,189.77,USA
54       / 3995,"Mc Creary, Joel E.",Glendale,M,26,162.92,1139,71       / 16743,AZ,60       / 10504,162.70,USA
104      / 3995,"Kelly, Jeff R.",Charleston,M,29,170.92,1140,132      / 16743,IL,121      / 10504,170.77,USA
68       / 3877,"Beeson, Michael G.",Atlanta,M,46,181.15,1141,346      / 16743,GA,323      / 10504,180.77,USA
1656     / 3995,"Lutz, Martin",St. Gallen,M,31,223.67,1142,3203     / 16743,,2811     / 10504,223.23,SUI
76       / 3877,"Beardsley, Andrew W.",Surry,M,40,182.55,1143,381      / 16743,ME,355      / 10504,182.43,USA
1857     / 3877,"Acevedo, Jesus",Jackson Heights,M,40,242.77,1144,5899     / 16743,NY,4677     / 10504,242.68,USA
19       / 3877,"Stefanovic, Rick S.",Milwaukee,M,41,171.65,1145,140      / 16743,WI,127      / 10504,171.37,USA
1289     / 3995,"Woodman, Mike",Timonium,M,38,214.27,1146,2225     / 16743,MD,2019     / 10504,214.13,USA
39       / 3995,"Warren, Daniel B.",Findlay,M,33,160.00,1147,55       / 16743,OH,45       / 10504,159.87,USA
346      / 3995,"Kalina, Steve A.",Coon Rapids,M,23,186.27,1150,492      / 16743,MN,459      / 10504,185.97,USA
93       / 3995,"Crane, Brian J.",Dracut,M,39,168.95,1151,119      / 16743,MA,108      / 10504,168.72,USA
175      / 3995,"Crosby, William C.",Grand Blanc,M,29,177.67,1152,242      / 16743,MI,225      / 10504,177.42,USA
865      / 3995,"Brinegar, Kevin J.",Fairbanks,M,34,203.82,1153,1366     / 16743,AK,1274     / 10504,202.55,USA
337      / 3995,"Burke, Jason",Boston,M,26,185.93,1154,480      / 16743,MA,448      / 10504,185.48,USA
253      / 3877,"Karasiewicz, Piotr",Brooklyn,M,42,198.25,1155,1022     / 16743,NY,955      / 10504,198.15,USA
2807     / 3995,"Heydt, Scott A.",Fishers,M,23,270.40,1156,9954     / 16743,IN,6799     / 10504,270.07,USA
115      / 3995,"Prasse, David",Walpole,M,23,172.50,1157,149      / 16743,MA,136      / 10504,172.32,USA
76       / 3995,"Ward, Greg M.",Holden,M,32,166.32,1158,97       / 16743,MA,86       / 10504,166.03,USA
190      / 3995,"Shatynski, Todd S.",Erie,M,28,178.23,1160,260      / 16743,PA,242      / 10504,177.90,USA
519      / 3995,"Oubre, Bryan J.",Reserve,M,24,193.97,1161,772      / 16743,LA,722      / 10504,193.62,USA
552      / 3995,"Vance, Josh",Normal,M,24,194.95,1162,821      / 16743,IL,769      / 10504,194.80,USA
112      / 3995,"Reutlinger, Phil",Bethlehem,M,25,172.20,1163,145      / 16743,PA,132      / 10504,172.07,USA
919      / 3995,"Fisher, Kayle D.",Orem,M,33,205.30,1166,1466     / 16743,UT,1361     / 10504,205.12,USA
108      / 3877,"Schoenberg, Jon S.",Crofton,M,40,186.53,1167,502      / 16743,MD,468      / 10504,186.25,USA
213      / 3995,"Moya, Efrain A. Sr.","Sma Gto., Mexico",M,26,179.22,1169,293      / 16743,,273      / 10504,179.15,MEX
101      / 3995,"Lebo, Scott",Colorado Springs,M,37,170.48,1170,128      / 16743,CO,117      / 10504,170.33,USA
209      / 3995,"Hoffman, Jeffrey S.",Marietta,M,30,179.07,1171,287      / 16743,GA,267      / 10504,178.82,USA
149      / 3995,"Kramer, Mike C.",Fairbanks,M,36,175.75,1172,202      / 16743,AK,187      / 10504,175.67,USA
106      / 3995,"Newport, Jason",Eaton,M,33,171.35,1173,136      / 16743,OH,123      / 10504,171.27,USA
